query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
sp|P46379|BAG6_HUMAN,7RUC_G,1.9e-28,222.83,158.34,55.11,148.69
sp|P48595|SPB10_HUMAN,1JMO_A,3e-54,386.9,315.97,29.29,314.54
sp|P48730|KC1D_HUMAN,6PXN_B,1.9e-81,520.79,153.18,27.59,151.66
sp|P49767|VEGFC_HUMAN,2VWE_A,1.6e-18,141.11,113.79,13.79,112.96
sp|P53539|FOSB_HUMAN,1HJB_D,3.5e-08,65.22,62.91,1.66,62.88
sp|P55055|NR1H2_HUMAN,4NQA_I,2.7e-63,400.16,166.55,55.33,157.68
sp|P56282|DPOE2_HUMAN,7PFO_A,2.5e-83,577.28,288.82,144.38,259.23
sp|P60411|KR109_HUMAN,2HM6_A,8.1,27.68,NaN,NaN,NaN
sp|P61011|SRP54_HUMAN,7OBR_x,1.3e-108,770.7,136.51,129.07,103.67
sp|P61221|ABCE1_HUMAN,3OZX_B,7e-95,654.2,161.20,85.42,150.18
sp|P62979|RS27A_HUMAN,4V5O_A9,7.4e-43,244.15,71.77,31.56,67.73
sp|P83916|CBX1_HUMAN,3P7J_B,1.2e-17,113.02,86.07,18.38,83.77
sp|Q00005|2ABB_HUMAN,3DW8_E,6.3e-27,177.51,72.12,15.93,71.01
sp|Q00604|NDP_HUMAN,5CL1_A,9.9e-14,99.36,76.66,15.59,75.13
sp|Q02156|KPCE_HUMAN,3PFQ_A,3.2e-68,491.73,233.94,32.41,232.09
sp|Q02539|H11_HUMAN,7K63_U,1.1e-22,162.73,85.09,30.01,80.75
sp|Q03181|PPARD_HUMAN,3E00_D,4.8e-58,374.22,111.63,56.91,100.87
sp|Q07890|SOS2_HUMAN,3KSY_A,4.4e-153,1216.65,183.24,167.45,147.86
sp|Q08174|PCDH1_HUMAN,6BX7_A,9.5e-52,375.41,163.64,49.58,156.87
sp|Q12913|PTPRJ_HUMAN,3I36_A,2.4e-56,405.37,186.37,98.70,158.34
sp|Q13323|BIK_HUMAN,1DDB_A,31.0,28.0,NaN,NaN,NaN
sp|Q14166|TTL12_HUMAN,6Y3Z_P,6e-19,164.54,145.82,16.64,144.80
sp|Q14168|MPP2_HUMAN,2XKX_B,4.5e-48,357.51,161.16,84.63,140.94
sp|Q14242|SELPL_HUMAN,7E5N_B,81.0,30.5,NaN,NaN,NaN
sp|Q14318|FKBP8_HUMAN,5MGX_G,2.7e-35,223.13,104.70,55.56,92.79
sp|Q14993|COJA1_HUMAN,3HR2_B,2.8e-39,340.72,156.27,117.09,121.92
sp|Q15155|NOMO1_HUMAN,2XHN_B,0.068,58.7,NaN,NaN,NaN
sp|Q15389|ANGP1_HUMAN,1EI3_F,9.1e-50,359.75,270.22,51.09,265.35
sp|Q15661|TRYB1_HUMAN,6VVU_B,2.5e-56,302.52,176.52,62.45,162.22
sp|Q16586|SGCA_HUMAN,6SEQ_A,93.0,37.39,NaN,NaN,NaN
sp|Q16658|FSCN1_HUMAN,6B0T_B,1.4e-58,394.35,250.31,140.34,203.61
sp|Q16762|THTR_HUMAN,1RHS_A,1.1e-35,228.8,130.66,50.77,119.70
sp|Q1MSJ5|CSPP1_HUMAN,7AS4_L,53.0,42.97,NaN,NaN,NaN
sp|Q2TAZ0|ATG2A_HUMAN,6CBC_B,1e-16,157.97,157.97,0.00,157.97
sp|Q2VIQ3|KIF4B_HUMAN,5MM7_K,3.4e-61,472.53,339.03,63.47,329.13
sp|Q3SXY8|AR13B_HUMAN,5DI3_B,9.4e-23,155.17,82.52,10.17,81.96
sp|Q3V6T2|GRDN_HUMAN,6SO3_B,1.6e-15,183.72,129.19,29.49,126.07
sp|Q53GD3|CTL4_HUMAN,4XZC_A,150.0,33.97,NaN,NaN,NaN
sp|Q5HYW2|NHSL2_HUMAN,3P8C_D,7.7e-08,94.22,91.91,2.31,91.88
sp|Q5JVS0|HABP4_HUMAN,4V6X_Ah,2.8e-69,508.64,151.63,146.02,117.06
sp|Q68E01|INT3_HUMAN,4OWT_A,1.7e-125,973.89,779.01,137.98,767.64
sp|Q6GMV2|SMYD5_HUMAN,3S7B_A,1e-26,189.04,130.76,42.61,123.69
sp|Q6RW13|ATRAP_HUMAN,7F9O_9,120.0,23.96,NaN,NaN,NaN
sp|Q6TCH4|PAQR6_HUMAN,5LX9_A,1.3e-32,228.15,220.54,7.61,220.41
sp|Q6ZU52|K0408_HUMAN,7N9F_z,160.0,33.34,NaN,NaN,NaN
sp|Q7Z406|MYH14_HUMAN,6Z47_G,2.5e-215,1881.3,835.43,462.22,589.98
sp|Q7Z4S6|KI21A_HUMAN,5MM7_K,5.7e-57,456.59,171.81,71.30,161.44
sp|Q86SG5|S1A7A_HUMAN,1PSR_B,1.1e-07,49.57,49.57,0.00,49.57
sp|Q86SK9|SCD5_HUMAN,4YMK_D,2.3e-44,292.79,292.79,0.00,292.79
sp|Q86UD3|MARH3_HUMAN,2M6M_A,3.6e-07,55.4,55.40,0.00,55.40
sp|Q86WA9|S2611_HUMAN,7S9B_B,4e-60,464.49,265.28,139.75,216.11
sp|Q86XK2|FBX11_HUMAN,7O7T_A,7.1e-14,134.81,96.63,12.72,95.84
sp|Q86XP1|DGKH_HUMAN,1R79_A,1e-19,143.06,91.51,16.32,90.20
sp|Q86Y46|K2C73_HUMAN,3TNU_A,1.5e-14,97.1,67.31,11.72,66.35
sp|Q8IU85|KCC1D_HUMAN,6T29_AAA,3.5e-86,522.16,246.77,22.80,245.89
sp|Q8IVW8|SPNS2_HUMAN,1PW4_A,7.5e-22,160.82,127.83,12.63,127.20
sp|Q8IWZ6|BBS7_HUMAN,6VBV_7,1.9e-108,794.67,357.03,288.66,257.49
sp|Q8IY33|MILK2_HUMAN,6ICI_A,1.2e-13,142.73,91.56,26.31,87.90
sp|Q8N264|RHG24_HUMAN,7MYO_B,7.6e-23,201.74,96.81,46.54,86.64
sp|Q8N2S1|LTBP4_HUMAN,4XBM_B,3.2e-19,181.21,103.21,40.96,96.26
sp|Q8N3C0|ASCC3_HUMAN,7DCO_D,2e-228,2073.06,245.78,283.85,204.91
sp|Q8N5I4|DHRSX_HUMAN,6RNV_A,1.3e-26,174.25,104.74,13.81,103.96
sp|Q8N912|NRAC_HUMAN,1O5H_B,42.0,26.52,NaN,NaN,NaN
sp|Q8N9E0|F133A_HUMAN,6ZYM_9,0.59,45.46,NaN,NaN,NaN
sp|Q8NC24|RELL2_HUMAN,6UM1_A,210.0,34.72,NaN,NaN,NaN
sp|Q8NEV8|EXPH5_HUMAN,3BC1_F,1.5e-06,66.29,66.29,0.00,66.29
sp|Q8NI77|KI18A_HUMAN,5MM7_K,8.7e-58,434.03,315.23,49.23,311.26
sp|Q8TAB5|CA216_HUMAN,7VOP_f,53.0,33.9,NaN,NaN,NaN
sp|Q8TBZ2|MYBPP_HUMAN,6FVI_A,2.0,41.56,NaN,NaN,NaN
sp|Q8WU79|SMAP2_HUMAN,3T9K_A,5e-24,185.11,124.78,31.56,120.38
sp|Q8WVQ1|CANT1_HUMAN,1S1D_A,5.7e-104,729.24,729.24,0.00,729.24
sp|Q8WWY3|PRP31_HUMAN,6QW6_4C,3.9e-114,834.77,363.85,161.61,336.78
sp|Q8WX93|PALLD_HUMAN,3B43_A,3.9e-32,246.79,153.54,27.59,151.11
sp|Q8WXF1|PSPC1_HUMAN,6WMZ_A,8.2e-59,410.16,91.24,48.35,83.65
sp|Q92541|RTF1_HUMAN,6TED_R,9.7e-147,1145.07,289.05,328.17,196.36
sp|Q92567|F168A_HUMAN,5D1F_A,470.0,26.61,NaN,NaN,NaN
sp|Q92613|JADE3_HUMAN,7D8A_A,3.6e-29,204.58,128.22,41.86,122.00
sp|Q92911|SC5A5_HUMAN,7SL9_A,7.3e-69,519.12,209.88,132.31,175.94
sp|Q92953|KCNB2_HUMAN,2R9R_B,5.7e-63,472.06,134.90,76.84,120.14
sp|Q96GX1|TECT2_HUMAN,3MUU_A,210.0,35.02,NaN,NaN,NaN
sp|Q96LC7|SIG10_HUMAN,5LFU_A,1.2e-27,208.63,108.85,21.69,106.90
sp|Q96PQ6|ZN317_HUMAN,6QNX_C,1.7e-51,418.28,98.70,52.57,88.77
sp|Q96QF0|RAB3I_HUMAN,4UJ5_C,3.4e-50,340.29,153.74,101.51,129.55
sp|Q96QU1|PCD15_HUMAN,6C13_A,1.2e-59,471.02,152.88,58.78,144.10
sp|Q99677|LPAR4_HUMAN,5XSZ_A,1.4e-35,237.68,179.40,27.98,176.47
sp|Q9BT67|NFIP1_HUMAN,7JSX_H,17.0,31.5,NaN,NaN,NaN
sp|Q9BV44|THUM3_HUMAN,3TMA_A,1.2e-31,229.85,120.36,57.84,107.45
sp|Q9BXU9|CABP8_HUMAN,3Q5I_A,3.6e-11,96.72,63.95,12.21,62.75
sp|Q9BY66|KDM5D_HUMAN,5V9T_B,6.2e-138,1120.38,352.16,273.78,256.78
sp|Q9BYH8|IKBZ_HUMAN,6PW5_D,1.1e-19,188.33,112.08,24.70,109.26
sp|Q9BZX2|UCK2_HUMAN,6PWZ_B,1.7e-32,195.84,82.43,34.70,77.03
sp|Q9H0A6|RNF32_HUMAN,6ID1_q,5.4e-06,69.52,64.12,7.64,63.63
sp|Q9H3Z4|DNJC5_HUMAN,7KAM_D,1.5e-11,107.87,69.87,17.84,67.65
sp|Q9HAP6|LIN7B_HUMAN,3UIT_D,3.4e-16,121.71,59.34,20.38,56.50
sp|Q9HBH7|BEX1_HUMAN,4TSK_A,0.65,34.91,NaN,NaN,NaN
sp|Q9HCJ2|LRC4C_HUMAN,3ZYO_A,1.8e-60,399.86,133.58,38.02,129.87
sp|Q9HCM2|PLXA4_HUMAN,6VXK_B,1.1e-239,2090.83,635.66,449.18,494.54
sp|Q9NPE3|NOP10_HUMAN,7BGB_J,3e-20,108.69,70.97,21.53,68.07
sp|Q9NPQ8|RIC8A_HUMAN,6N85_B,2.6e-90,649.14,590.24,55.99,587.58
sp|Q9NQW5|PRDM7_HUMAN,4IJD_A,1.9e-32,203.54,105.68,39.80,99.53
sp|Q9NRB3|CHSTC_HUMAN,3F5F_A,3.8e-11,104.31,98.53,4.65,98.43
sp|Q9NRP7|STK36_HUMAN,5UPL_A,1.7e-36,296.87,249.89,14.78,249.46
sp|Q9NRR5|UBQL4_HUMAN,1OQY_A,6.3e-09,94.23,94.23,0.00,94.23
sp|Q9NV92|NFIP2_HUMAN,6PVP_B,10.0,36.64,NaN,NaN,NaN
sp|Q9NXX6|NSE4A_HUMAN,7DG2_D,2e-05,58.13,NaN,NaN,NaN
sp|Q9NYB0|TE2IP_HUMAN,3K6G_B,6e-20,148.41,105.16,35.36,99.55
sp|Q9NYI0|PSD3_HUMAN,4D7R_A,5e-50,407.67,200.24,82.03,184.15
sp|Q9NZ52|GGA3_HUMAN,1OXZ_A,3.6e-34,254.63,126.92,35.28,122.74
sp|Q9NZM3|ITSN2_HUMAN,3JZY_A,5.1e-57,433.53,162.54,71.54,145.69
sp|Q9P0I2|EMC3_HUMAN,7ADO_C,2.7e-71,468.39,439.66,40.64,437.69
sp|Q9P0L2|MARK1_HUMAN,6C9D_A,4.2e-89,604.28,251.32,24.46,250.42
sp|Q9UJA2|CRLS1_HUMAN,7DRJ_A,5.3e-14,110.45,80.77,10.97,80.08
sp|Q9UJX4|APC5_HUMAN,7QE7_O,3.7e-69,494.64,388.55,150.03,350.75
sp|Q9UKS6|PACN3_HUMAN,4BNE_B,3.8e-39,268.53,160.53,44.77,154.94
sp|Q9UKT7|FBXL3_HUMAN,4I6J_B,1.6e-37,242.31,101.56,63.17,89.33
sp|Q9UL40|ZN346_HUMAN,6QX9_A2,1e-05,68.46,57.45,3.89,57.32
sp|Q9ULD6|INTU_HUMAN,4QL6_C,0.45,52.95,NaN,NaN,NaN
sp|Q9ULI0|ATD2B_HUMAN,6JPU_E,4.3e-69,621.32,125.42,50.32,118.98
sp|Q9UNE7|CHIP_HUMAN,2C2L_A,3.6e-29,175.49,59.44,17.76,57.86
sp|Q9Y253|POLH_HUMAN,7M7N_A,3.8e-55,413.24,284.31,85.18,264.07
sp|Q9Y272|RASD1_HUMAN,3J8G_X,2.3e-14,113.08,87.92,8.83,87.46
sp|Q9Y2I6|NINL_HUMAN,7RRO_t,3.2e-06,96.25,76.14,9.90,75.52
sp|Q9Y2P4|S27A6_HUMAN,2VSQ_A,3e-34,274.89,197.54,36.85,193.30
sp|Q9Y365|STA10_HUMAN,6SER_A,3.6e-58,360.37,145.07,54.53,139.32
sp|Q9Y4P8|WIPI2_HUMAN,6KYB_B,8.1e-24,183.76,75.00,28.09,71.69
sp|Q9Y6B7|AP4B1_HUMAN,7P3Z_B,4.7e-36,298.13,148.23,62.36,136.04
sp|Q9Y6D6|BIG1_HUMAN,5HAS_B,1.3e-52,436.33,288.25,38.97,286.04
sp|Q9Y6H8|CXA3_HUMAN,7JKC_D,1.7e-99,719.25,526.33,151.74,504.07
sp|A6NJB7|PRR19_HUMAN,6L5D_B,120.0,27.2,NaN,NaN,NaN
tr|F8VQZ7|F8VQZ7_HUMAN,1KQ9_A,2.8e-112,793.55,138.68,121.38,115.39
sp|O00230|CORT_HUMAN,4GU5_A,190.0,23.5,NaN,NaN,NaN
sp|P17029|ZKSC1_HUMAN,6QNX_C,6.6e-31,267.23,98.84,44.31,90.03
sp|P57738|TCTA_HUMAN,3PVL_B,63.0,21.91,NaN,NaN,NaN
sp|P60608|EFC2_HUMAN,2XZ3_A,2.3e-09,93.4,78.75,7.53,78.37
sp|P61567|ENK7_HUMAN,6MAR_D,5.4e-11,107.6,107.60,0.00,107.60
sp|Q6ZS81|WDFY4_HUMAN,1T77_B,1e-66,570.32,89.41,40.06,86.79
sp|Q8N859|ZN713_HUMAN,6QNX_C,1.2e-26,230.41,92.47,41.29,83.77
sp|Q8N8E3|CE112_HUMAN,6SO3_B,0.6,56.43,NaN,NaN,NaN
sp|Q8TCD1|CR032_HUMAN,1I5P_A,230.0,23.49,NaN,NaN,NaN
sp|Q92610|ZN592_HUMAN,6QNX_C,2.3e-21,214.63,86.23,30.62,82.24
sp|Q96K49|TM87B_HUMAN,4DX7_B,140.0,31.67,NaN,NaN,NaN
sp|Q96SE0|ABHD1_HUMAN,6NFF_A,2.9e-08,98.04,72.47,6.98,72.14
sp|Q9BZD7|TMG3_HUMAN,5EDM_A,1.7e-11,99.28,66.75,18.53,64.43
sp|Q9GZN6|S6A16_HUMAN,6M18_A,3.2e-68,516.6,388.60,63.89,383.63
sp|Q9NQT6|FSCN3_HUMAN,6B0T_B,1.9e-44,308.32,231.78,93.92,206.62
sp|Q9NY57|ST32B_HUMAN,4FR4_B,5.6e-73,451.14,202.63,20.33,201.79
sp|Q9ULZ0|T53G3_HUMAN,7NKS_A,220.0,26.25,NaN,NaN,NaN
sp|Q9Y2Q1|ZN257_HUMAN,6QNX_C,2e-50,408.29,96.21,51.12,86.58
sp|Q9Y334|VWA7_HUMAN,6UJA_B,2.3e-05,83.11,NaN,NaN,NaN
sp|Q9Y5E6|PCDB3_HUMAN,5SZP_A,3.7e-41,298.9,148.28,51.91,139.56
sp|A0A075B6S2|KVD29_HUMAN,4OJD_H,9.4e-11,99.46,60.11,7.55,59.66
tr|A0A096LNV3|A0A096LNV3_HUMAN,6OET_C,1.2e-07,89.36,67.48,9.90,66.72
tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN,3TRI_A,4.6e-37,235.49,95.49,38.32,89.54
tr|A0A1W2PP06|A0A1W2PP06_HUMAN,6V35_C,7e-196,1557.34,216.42,297.66,141.98
tr|A0A2U3TZV8|A0A2U3TZV8_HUMAN,4GNK_D,1.6e-116,1012.11,430.84,386.81,237.41
tr|A0A499FJ16|A0A499FJ16_HUMAN,4HZS_D,6.3e-69,470.75,210.72,24.59,209.57
tr|A0A499FJL5|A0A499FJL5_HUMAN,5MSQ_A,2.5e-43,347.89,206.38,42.51,201.90
tr|A0A5F9ZH21|A0A5F9ZH21_HUMAN,5U6Y_J,6.8e-77,466.23,237.22,22.65,236.31
tr|A0A804HIU5|A0A804HIU5_HUMAN,3PFQ_A,2.4e-99,694.94,216.22,35.24,214.19
sp|A6NFC9|OR2W5_HUMAN,7DDZ_A,7.9e-15,130.3,105.44,8.56,105.06
tr|A6NHG8|A6NHG8_HUMAN,1FLL_B,1.5e-30,202.54,106.35,32.02,101.90
sp|A6NKT7|RGPD3_HUMAN,6LK8_T,2.4e-171,1562.01,233.05,392.34,141.00
sp|A8MWD9|RUXGL_HUMAN,5YZG_i,1.1e-09,77.48,57.68,7.08,57.25
tr|B1AKN8|B1AKN8_HUMAN,6LTJ_I,320.0,32.89,NaN,NaN,NaN
tr|B7ZLR4|B7ZLR4_HUMAN,3J09_A,7.1e-98,791.6,227.89,178.49,164.39
tr|C9JIF9|C9JIF9_HUMAN,7EP9_G,2.4e-32,242.77,109.74,30.33,106.61
tr|E9PS11|E9PS11_HUMAN,7KAM_G,190.0,25.1,NaN,NaN,NaN
tr|F5GWR7|F5GWR7_HUMAN,2FH7_A,1e-91,673.95,196.21,110.84,176.20
tr|F5GXF0|F5GXF0_HUMAN,7KW7_F,4.3e-38,324.38,125.71,53.37,115.38
tr|F6S8Q4|F6S8Q4_HUMAN,6O5F_A,2.5e-74,487.38,207.22,65.33,195.89
tr|F8VR88|F8VR88_HUMAN,3ZLC_B,6.9e-07,69.28,69.28,0.00,69.28
tr|F8VXI8|F8VXI8_HUMAN,7ANE_e,380.0,31.58,NaN,NaN,NaN
tr|H0YFW5|H0YFW5_HUMAN,6Q9V_B,8.4e-29,176.68,149.47,15.46,148.55
tr|H0YMP8|H0YMP8_HUMAN,6LCP_A,1.3e-120,998.46,386.85,273.49,311.47
tr|K7EQ16|K7EQ16_HUMAN,6XQJ_A,1.2e-27,187.27,112.40,34.07,107.75
sp|O00479|HMGN4_HUMAN,6PX3_S,1300.0,21.85,NaN,NaN,NaN
sp|O60575|ISK4_HUMAN,1HDL_A,3.8e-08,53.9,53.90,0.00,53.90
sp|P0C025|NUD17_HUMAN,5LF8_A,2.6e-62,408.8,72.51,58.04,65.72
sp|Q14507|EP3A_HUMAN,5E13_A,3.8e-06,61.88,60.08,2.24,60.04
sp|Q49AG3|ZBED5_HUMAN,2BW3_A,1.1e-14,122.09,122.09,0.00,122.09
sp|Q4KMZ8|NKAI1_HUMAN,6WVG_B,23.0,30.87,NaN,NaN,NaN
sp|Q56VL3|OCAD2_HUMAN,3EBE_A,86.0,24.54,NaN,NaN,NaN
sp|Q5JTD7|LRC73_HUMAN,4KXF_H,1.4e-09,101.67,75.49,10.69,74.73
tr|Q5T398|Q5T398_HUMAN,5V07_Z,1.6e-23,152.71,106.07,16.10,104.93
sp|Q6P9A1|ZN530_HUMAN,6QNX_C,7.5e-53,428.49,98.00,54.35,87.21
sp|Q7RTT4|SSX8_HUMAN,7D59_Q,110.0,25.04,NaN,NaN,NaN
sp|Q8IXT5|RB12B_HUMAN,6ASO_A,3.9e-14,134.18,80.94,19.02,79.03
sp|Q8N5C6|SRBD1_HUMAN,2OCE_A,5e-82,654.6,518.53,184.54,447.76
sp|Q8N8Q9|NIPA2_HUMAN,6UKJ_A,0.00011,62.13,NaN,NaN,NaN
sp|Q8NDY6|BHE23_HUMAN,4AYA_B,1.6e-06,60.41,60.41,0.00,60.41
sp|Q8NGF8|OR4B1_HUMAN,7DDZ_A,2.9e-21,169.8,139.83,20.43,137.93
sp|Q8NH50|OR8K5_HUMAN,7BVQ_B,1.1e-23,171.03,136.42,18.04,134.92
sp|Q96RP8|KCNA7_HUMAN,7EJ1_D,5.2e-69,487.84,121.73,69.06,109.24
sp|Q9BQY6|WFDC6_HUMAN,2W8X_A,0.021,38.5,NaN,NaN,NaN
sp|Q9H819|DJC18_HUMAN,7AOI_BK,6.1e-12,111.0,74.79,17.39,72.81
sp|Q9H930|SP14L_HUMAN,6G8R_B,8.3e-18,121.6,85.16,13.97,84.06
sp|Q9NRD0|FBX8_HUMAN,4D7R_A,8.6e-26,204.48,175.82,9.34,175.58
sp|Q9NWL6|ASND1_HUMAN,1CT9_C,6.2e-22,186.32,160.59,22.78,158.89
sp|Q9Y3T6|R3HC1_HUMAN,3CTR_A,3e-08,78.18,78.18,0.00,78.18
tr|V9GYY3|V9GYY3_HUMAN,5A4J_D,1.6e-144,1126.23,389.57,301.67,294.48
tr|A0A087WTE4|A0A087WTE4_HUMAN,4WRM_A,1e-39,282.35,190.52,34.96,187.48
tr|A0A087WZJ6|A0A087WZJ6_HUMAN,3P5J_B,3.6e-43,300.31,284.64,21.40,283.81
tr|A0A087X0M4|A0A087X0M4_HUMAN,4H87_B,1.1e-14,115.08,84.52,12.17,83.70
tr|A0A0A6YYJ5|A0A0A6YYJ5_HUMAN,1SJJ_A,1.2e-13,143.43,106.00,23.18,103.47
tr|A0A0D9SGI5|A0A0D9SGI5_HUMAN,6BZ1_B,9.4e-15,87.98,64.04,12.67,62.91
tr|A0A0G2JHL3|A0A0G2JHL3_HUMAN,5YZ0_C,3.9,41.74,NaN,NaN,NaN
tr|A0A0G2JI85|A0A0G2JI85_HUMAN,6BSD_A,1.9e-56,401.51,205.10,23.31,204.03
tr|A0A0G2JNH5|A0A0G2JNH5_HUMAN,6VVO_A,2.9e-09,103.66,100.39,3.92,100.31
tr|A0A0G2JQK0|A0A0G2JQK0_HUMAN,5BQD_A,5.8e-08,65.48,56.42,3.17,56.34
tr|A0A0S2Z3M4|A0A0S2Z3M4_HUMAN,1EFV_A,5.2e-56,358.32,261.44,117.70,222.13
tr|A0A0U1RQV4|A0A0U1RQV4_HUMAN,4YVC_A,1.3e-77,541.42,222.71,33.80,220.86
tr|A0A1B0GTU8|A0A1B0GTU8_HUMAN,6VQH_p,4.8e-61,405.13,401.10,4.03,401.08
tr|A0A1B0GUZ8|A0A1B0GUZ8_HUMAN,6QVC_A,1.5e-90,702.78,334.71,168.99,301.78
tr|A0A1W2PS44|A0A1W2PS44_HUMAN,4A8J_D,1.2e-12,101.73,101.09,0.64,101.09
tr|A0A286YF40|A0A286YF40_HUMAN,7JOZ_R,9.1e-25,180.85,145.94,21.39,143.87
tr|A0A2C9F2M5|A0A2C9F2M5_HUMAN,7BVQ_B,2.3e-22,165.01,137.43,15.74,136.29
tr|A0A2R8Y4C5|A0A2R8Y4C5_HUMAN,6LTJ_I,6.9e-185,1538.42,212.15,189.02,173.02
tr|A0A2R8Y574|A0A2R8Y574_HUMAN,6W6W_A,1.5e-54,437.3,437.30,0.00,437.30
tr|A0A2R8Y893|A0A2R8Y893_HUMAN,7BVQ_B,2.8e-22,163.09,132.43,15.40,131.33
tr|A0A2R8YDA3|A0A2R8YDA3_HUMAN,6WUD_B,9.3e-09,74.59,74.59,0.00,74.59
tr|A0A2R8YEH4|A0A2R8YEH4_HUMAN,6NYY_C,2.2e-33,251.82,127.56,55.79,116.40
tr|A0A2R8YGZ0|A0A2R8YGZ0_HUMAN,6NYY_C,4.8e-41,294.79,131.20,70.86,114.56
tr|A0A3B3ISR7|A0A3B3ISR7_HUMAN,6QX9_5X,4.8e-42,349.58,206.69,60.22,195.47
tr|A0A3B3ISX6|A0A3B3ISX6_HUMAN,1JR2_A,7.2e-13,94.02,73.30,8.26,72.89
tr|A0A3B3ITE5|A0A3B3ITE5_HUMAN,5MM7_K,3.5e-57,459.42,304.19,81.20,287.07
tr|A0A3B3IUD4|A0A3B3IUD4_HUMAN,7EVZ_D,9.5e-26,175.19,91.19,10.55,90.68
tr|A0A494C167|A0A494C167_HUMAN,6NT9_B,2.2e-143,1100.38,145.21,92.77,137.89
tr|A0A494C1B7|A0A494C1B7_HUMAN,6YVU_B,4e-17,175.24,108.93,26.06,106.03
tr|A0A5F9ZHM9|A0A5F9ZHM9_HUMAN,5U6Y_J,4.6e-72,437.78,215.80,21.49,214.91
tr|A0A5F9ZHR8|A0A5F9ZHR8_HUMAN,4RLV_A,1.3e-111,925.39,300.28,131.35,281.46
tr|A0A669KB41|A0A669KB41_HUMAN,6SSX_I,1.9e-46,287.43,207.44,74.54,193.17
tr|A0A6Q8PG68|A0A6Q8PG68_HUMAN,7KAM_G,17.0,38.89,NaN,NaN,NaN
tr|A0A7I2V5G3|A0A7I2V5G3_HUMAN,6C9D_A,6.1e-76,511.03,216.82,22.54,215.91
