query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
sp|Q7RTU1|TCF23_HUMAN,2LFH_A,1.7e-06,59.61,59.37,0.17,59.37
sp|Q7Z7A4|PXK_HUMAN,6TM5_S,5.7e-18,152.3,73.41,9.50,72.90
sp|Q86UD5|SL9B2_HUMAN,7B4M_A,2e-91,660.9,203.15,147.32,176.40
sp|Q86W74|ANR46_HUMAN,6PW5_D,8.4e-14,127.0,89.01,13.21,87.99
sp|Q86WU2|LDHD_HUMAN,5AE2_A,3.8e-52,403.6,220.99,90.28,204.61
sp|Q86XL3|ANKL2_HUMAN,5VKQ_C,0.00021,80.75,NaN,NaN,NaN
sp|Q8IYE1|CCD13_HUMAN,7DL2_D,0.02,65.94,NaN,NaN,NaN
sp|Q8IZQ8|MYCD_HUMAN,2YJF_M,1.2e-14,122.25,98.74,12.60,97.99
sp|Q8IZR5|CKLF4_HUMAN,7E6T_A,48.0,30.1,NaN,NaN,NaN
sp|Q8N136|DAW1_HUMAN,5MZH_B,9.6e-58,352.99,225.79,21.40,224.87
sp|Q8N3L3|TXLNB_HUMAN,7DL2_D,0.05,62.56,NaN,NaN,NaN
sp|Q8N554|ZN276_HUMAN,7PPP_B,5.9e-26,188.4,81.31,25.68,78.28
sp|Q8N568|DCLK2_HUMAN,4ATU_I,1.8e-76,565.93,226.40,23.05,225.50
sp|Q8N5J2|MINY1_HUMAN,5JQS_A,2.3e-75,526.4,420.94,135.85,372.54
sp|Q8N7X4|MAGB6_HUMAN,6R7T_B,1.9e-36,255.77,224.95,12.27,224.64
sp|Q8NA82|MARHA_HUMAN,2M6M_A,4.2e-06,58.64,58.64,0.00,58.64
sp|Q8NEP3|DAAF1_HUMAN,7A5P_W,1.5e-11,101.45,77.82,12.02,76.90
sp|Q8NFT8|DNER_HUMAN,4XBM_B,4.1e-34,264.92,108.11,50.55,99.09
sp|Q8NHP8|PLBL2_HUMAN,3FGW_A,6.7e-98,718.56,528.15,196.08,479.35
sp|Q8TC57|M1AP_HUMAN,7NRC_A,17.0,42.67,NaN,NaN,NaN
sp|Q8TC92|ENOX1_HUMAN,6WMZ_A,1.5e-06,81.08,73.64,5.47,73.44
sp|Q8TDN4|CABL1_HUMAN,7B5R_Y,5.4e-05,75.16,NaN,NaN,NaN
sp|Q8TDW0|LRC8C_HUMAN,7P5V_B,1.7e-190,1457.38,152.72,158.56,136.61
sp|Q8WVR3|TPC14_HUMAN,7OBR_u,8.8,41.49,NaN,NaN,NaN
sp|Q8WX94|NALP7_HUMAN,7VTQ_K,2.8e-80,640.25,137.00,126.46,107.82
sp|Q8WXC3|PYDC1_HUMAN,7PZC_A,4.5e-12,94.15,76.08,14.73,74.63
sp|Q8WXI4|ACO11_HUMAN,3FO5_A,4.1e-31,216.29,84.53,30.88,80.87
sp|Q92544|TM9S4_HUMAN,7KYC_A,4.6,48.61,NaN,NaN,NaN
sp|Q92979|NEP1_HUMAN,5FAI_A,4.1e-59,378.03,276.41,103.92,247.79
sp|Q96AE4|FUBP1_HUMAN,3N89_B,8.3e-25,194.75,106.17,28.27,102.91
sp|Q96CM8|ACSF2_HUMAN,6HIX_BC,1.5e-57,422.99,291.40,57.07,283.90
sp|Q96ER9|MITOK_HUMAN,7N9F_z,29.0,36.46,NaN,NaN,NaN
sp|Q96F05|CK024_HUMAN,7P54_B,44.0,34.11,NaN,NaN,NaN
sp|Q96G25|MED8_HUMAN,7ENA_h,1.1e-73,491.28,204.43,153.33,163.45
sp|Q96G97|BSCL2_HUMAN,6DS5_A,1.3e-123,871.03,400.33,238.52,350.97
sp|Q96GM5|SMRD1_HUMAN,6LTJ_P,6.9e-150,1100.67,427.09,324.43,285.11
sp|Q96I59|SYNM_HUMAN,3I7F_A,2.9e-58,430.14,341.80,57.95,334.12
sp|Q96JQ0|PCD16_HUMAN,4AK1_A,2.8e-34,314.5,168.04,52.37,160.17
sp|Q96PP8|GBP5_HUMAN,1F5N_A,4.8e-84,578.69,308.72,122.67,284.91
sp|Q96RD9|FCRL5_HUMAN,3DMK_A,7.8e-36,279.44,155.25,34.87,151.75
sp|Q99697|PITX2_HUMAN,6T90_K,2.8e-07,89.42,67.07,11.75,66.11
sp|Q9BRR3|PGAP4_HUMAN,1KNV_B,58.0,32.59,NaN,NaN,NaN
sp|Q9BY10|S46A2_HUMAN,7BC6_A,4e-15,122.38,77.36,8.16,77.00
sp|Q9BYE2|TMPSD_HUMAN,7MEQ_A,3e-49,324.56,180.60,63.33,166.64
sp|Q9H0Y0|ATG10_HUMAN,3VX7_B,5.2e-27,172.51,158.76,11.95,158.31
sp|Q9H2X6|HIPK2_HUMAN,6P5S_A,5.3e-70,502.26,192.38,26.39,191.15
sp|Q9H3U5|MFSD1_HUMAN,6V4D_A,8.3e-22,164.24,140.74,13.43,140.00
sp|Q9H6U8|ALG9_HUMAN,5F15_A,0.029,50.73,NaN,NaN,NaN
sp|Q9H9V9|JMJD4_HUMAN,3KVB_A,1.3e-29,221.38,156.53,40.50,150.58
sp|Q9HBB8|CDHR5_HUMAN,5SZP_A,5.4e-12,114.7,90.09,12.22,89.34
sp|Q9HBH5|RDH14_HUMAN,6RNV_A,3.5e-31,199.22,116.36,15.36,115.48
sp|Q9HCD5|NCOA5_HUMAN,1V95_A,1.7e-07,70.57,70.57,0.00,70.57
sp|Q9HCS4|TF7L1_HUMAN,6LTJ_Q,4e-09,102.42,61.80,13.34,60.66
sp|Q9NP61|ARFG3_HUMAN,5NZS_P,7.6e-94,678.68,149.66,118.83,131.11
sp|Q9NPC3|CIP1_HUMAN,7B5Q_H,0.23,41.74,NaN,NaN,NaN
sp|Q9NR12|PDLI7_HUMAN,7AM2_Ax,2.9e-15,127.07,67.00,23.00,63.46
sp|Q9NS39|RED2_HUMAN,6VFF_B,1.1e-79,591.98,230.19,215.21,153.63
sp|Q9NSU2|TREX1_HUMAN,3U3Y_B,4.1e-36,244.3,125.83,60.27,113.62
sp|Q9NU63|ZFP57_HUMAN,6QNX_C,2.2e-25,222.06,80.83,31.85,75.66
sp|Q9NWZ5|UCKL1_HUMAN,7RH8_A,7e-36,241.34,99.96,50.03,90.49
sp|Q9NY99|SNTG2_HUMAN,1Z87_A,5.4e-15,125.82,67.20,25.37,63.33
sp|Q9NZJ4|SACS_HUMAN,5V46_A,4.2e-30,264.89,173.21,90.82,147.49
sp|Q9P107|GMIP_HUMAN,1XA6_A,1.1e-29,239.0,135.81,27.67,133.27
sp|Q9P2B2|FPRP_HUMAN,5D4K_A,3.1e-18,147.36,88.31,17.66,86.67
sp|Q9UBT3|DKK4_HUMAN,5O57_A,1.3e-27,180.0,83.69,34.78,78.99
sp|Q9UBX5|FBLN5_HUMAN,3M0C_C,6.3e-17,154.32,83.93,26.61,80.02
sp|Q9UH99|SUN2_HUMAN,5ED8_A,3.5e-57,406.44,266.85,85.31,251.27
sp|Q9UHV2|SRTD1_HUMAN,7EGG_I,240.0,26.11,NaN,NaN,NaN
sp|Q9UKA9|PTBP2_HUMAN,2MJU_A,1.2e-23,164.86,82.65,23.12,80.01
sp|Q9UKG1|DP13A_HUMAN,4H8S_C,7.9e-33,238.86,100.45,58.00,88.85
sp|Q9UKI9|PO2F3_HUMAN,6T90_K,2.9e-24,210.76,133.83,43.89,125.73
sp|Q9UKM9|RALY_HUMAN,7DVQ_4,3.6e-08,91.5,65.98,12.53,64.85
sp|Q9UNE2|RPH3L_HUMAN,1ZBD_B,6.1e-21,129.8,86.20,31.86,80.37
sp|Q9Y2A9|B3GN3_HUMAN,6WMM_B,3.3e-57,392.39,260.56,131.82,224.76
sp|Q9Y2K1|ZBTB1_HUMAN,6QNX_C,8.3e-16,162.04,71.33,22.31,68.35
sp|Q9Y4F3|MARF1_HUMAN,5YAD_B,2.6e-15,135.76,129.75,6.47,129.59
tr|A0A8V8TMN5|A0A8V8TMN5_HUMAN,3L0S_C,2.7e-31,197.92,87.64,21.25,85.49
tr|E7EMS6|E7EMS6_HUMAN,5ZY6_B,4.6e-22,151.35,77.09,21.70,74.86
sp|O94892|ZN432_HUMAN,6QNX_C,3.9e-52,426.9,98.89,54.32,88.30
sp|Q13106|ZN154_HUMAN,6QNX_C,1.3e-48,384.74,97.95,52.43,87.35
sp|Q14409|GLPK3_HUMAN,7NIE_A,3.1e-63,439.66,341.03,83.23,322.82
sp|Q15404|RSU1_HUMAN,7LT9_A,1.3e-31,188.98,108.84,17.25,107.60
sp|Q17RF5|ODAPH_HUMAN,6Z1P_BN,240.0,25.83,NaN,NaN,NaN
sp|Q2M2H8|MGAL_HUMAN,3TOP_B,2.3e-132,1111.78,619.96,212.26,568.23
sp|Q6UW32|IGFL1_HUMAN,5T42_A,3.4,27.93,NaN,NaN,NaN
sp|Q86YH2|Z280B_HUMAN,6QNX_C,1.1e-11,127.92,69.46,18.09,67.39
sp|Q8IZS5|OFCC1_HUMAN,7VL4_A,420.0,23.13,NaN,NaN,NaN
sp|Q8NCR3|MFI_HUMAN,2CW9_A,20.0,29.31,NaN,NaN,NaN
sp|Q8NDH2|CC168_HUMAN,6ZQW_E,570.0,31.69,NaN,NaN,NaN
sp|Q8TD20|GTR12_HUMAN,4ZW9_A,1.2e-31,222.42,141.27,23.72,139.54
sp|Q99819|GDIR3_HUMAN,5FR1_B,2.1e-43,283.04,261.12,27.08,259.60
sp|Q9C0H5|RHG39_HUMAN,5EJR_A,5.7e-23,200.37,128.17,32.51,124.50
sp|Q9H341|O51M1_HUMAN,7BVQ_B,1e-24,178.45,143.21,19.94,141.37
sp|Q9Y5G5|PCDG8_HUMAN,5SZP_A,6.1e-43,315.61,144.28,54.74,134.53
tr|A0A087X0H5|A0A087X0H5_HUMAN,1AXI_B,3.4e-14,102.41,72.90,12.59,71.90
sp|A0A0B4J1Y8|LV949_HUMAN,6HDC_A,3e-12,91.25,57.24,7.06,56.83
tr|A0A2R8YFI2|A0A2R8YFI2_HUMAN,7NH5_A,8.5e-08,75.91,64.12,12.65,62.72
tr|A0A2R8YFS5|A0A2R8YFS5_HUMAN,6O5F_A,1.6e-81,534.09,229.01,73.83,215.55
tr|A0A7P0TB20|A0A7P0TB20_HUMAN,7ABV_A,2.7e-53,448.67,157.22,60.52,149.59
tr|A0A804HKV8|A0A804HKV8_HUMAN,5WM0_A,1.2e-156,1219.92,124.55,171.46,95.47
sp|A0AVI2|FR1L5_HUMAN,2K2O_A,6.6e-11,108.42,106.35,1.46,106.34
sp|A6NL99|AQP73_HUMAN,6N1G_C,1.4e-49,338.77,181.79,38.41,178.79
tr|B1APR7|B1APR7_HUMAN,4EGC_B,1.5e-96,661.41,647.41,10.15,647.33
tr|D6RFM5|D6RFM5_HUMAN,2H88_N,3.1e-81,579.3,200.04,145.19,153.24
tr|E7EU09|E7EU09_HUMAN,5A46_B,8.4e-69,453.45,228.48,28.97,226.93
tr|F8W9L4|F8W9L4_HUMAN,1RY7_B,2.8e-38,246.17,137.63,17.56,136.67
tr|H0YNJ6|H0YNJ6_HUMAN,7RFI_G,7.7e-39,305.01,146.37,73.58,128.71
sp|O60290|ZN862_HUMAN,2BW3_A,5.6e-20,162.97,162.97,0.00,162.97
sp|O60431|OR1I1_HUMAN,7DDZ_A,2e-22,180.15,144.33,20.40,142.49
sp|P0DN37|PAL4G_HUMAN,5YZG_3,6.5e-33,249.73,125.88,29.51,123.03
sp|P55822|SH3BG_HUMAN,1U6T_A,2.2e-05,54.57,52.49,0.00,52.49
sp|P59536|T2R41_HUMAN,7DDZ_A,1.2e-07,85.04,68.08,4.59,67.93
sp|P82664|RT10_HUMAN,6ZM6_AH,1.4e-48,308.41,96.13,41.14,91.62
sp|Q06250|WIT1_HUMAN,6WES_A,32.0,27.52,NaN,NaN,NaN
sp|Q2M3V2|SWAHA_HUMAN,5VKQ_C,2.4e-05,82.98,63.53,3.81,63.42
sp|Q3C1V8|BSH_HUMAN,6T90_K,1.8e-06,80.86,60.56,9.33,59.90
sp|Q494W8|CRFM7_HUMAN,7KOX_A,1.7e-65,439.71,179.98,84.32,163.49
sp|Q56A73|SPIN4_HUMAN,2NS2_B,3e-69,454.54,423.13,19.32,422.70
sp|Q5JNZ3|ZN311_HUMAN,6QNX_C,9.1e-52,425.12,100.12,53.95,89.81
sp|Q6S8J7|POTEA_HUMAN,6PW5_D,3.5e-23,205.53,137.46,24.30,135.16
sp|Q86W34|AMZ2_HUMAN,3LMC_A,4.4e-26,190.38,172.52,16.07,171.78
sp|Q8IXQ4|GPAM1_HUMAN,5OQJ_W,300.0,30.69,NaN,NaN,NaN
sp|Q8NFQ5|BPIB6_HUMAN,4F2A_A,1.3e-21,170.77,139.59,31.37,135.49
sp|Q8NGG6|OR8BC_HUMAN,7BVQ_B,7.2e-24,172.37,136.04,18.56,134.47
sp|Q8NGI1|O56B2_HUMAN,7JOZ_R,1.3e-19,150.91,125.51,14.36,124.51
sp|Q8NGR5|OR1L4_HUMAN,7BVQ_B,7.7e-26,183.85,146.71,21.16,144.73
sp|Q8NGS5|O13C4_HUMAN,7JOZ_R,8.6e-26,186.94,149.12,22.08,146.99
sp|Q8NH18|OR5J2_HUMAN,7BVQ_B,6e-17,132.48,104.68,10.12,104.17
sp|Q96H79|ZCCHL_HUMAN,3U9G_A,8.2e-34,227.93,227.93,0.00,227.93
sp|Q9HDB8|ENK5_HUMAN,7OS5_BBB,190.0,27.99,NaN,NaN,NaN
sp|Q9NS67|GPR27_HUMAN,7EXD_R,7.4e-19,145.67,122.97,13.95,122.03
sp|Q9NXT0|ZN586_HUMAN,6QNX_C,1.7e-45,359.52,94.91,50.20,84.69
sp|Q9UGV2|NDRG3_HUMAN,6L4B_C,2.7e-44,280.48,72.74,20.39,71.33
sp|Q9UIG5|PS1C1_HUMAN,4EPP_A,32.0,30.19,NaN,NaN,NaN
tr|A0A087WUD9|A0A087WUD9_HUMAN,2OAY_A,5.1e-43,292.06,167.49,26.94,165.35
tr|A0A087WUL4|A0A087WUL4_HUMAN,7Q5B_C,5.5e-17,163.06,116.19,26.42,113.42
tr|A0A087X006|A0A087X006_HUMAN,7AS4_J,2.4e-24,190.48,135.99,18.77,134.84
tr|A0A087X1X2|A0A087X1X2_HUMAN,1YGU_B,5.8e-79,566.91,232.71,136.15,188.18
tr|A0A087X2I9|A0A087X2I9_HUMAN,6FUL_A,2.6e-99,793.29,115.77,96.14,102.53
tr|A0A0A0MSX4|A0A0A0MSX4_HUMAN,6IAA_A,2.4e-60,478.68,197.89,38.20,194.76
tr|A0A0A0MT54|A0A0A0MT54_HUMAN,6QNX_C,4.8e-14,144.27,73.39,16.75,71.64
tr|A0A0C4DGC1|A0A0C4DGC1_HUMAN,2HDL_A,1.3e-12,77.73,50.60,7.86,50.11
tr|A0A0G2JLG5|A0A0G2JLG5_HUMAN,7CGP_B,1.1e-25,180.84,180.84,0.00,180.84
tr|A0A0G2JRA1|A0A0G2JRA1_HUMAN,7KWO_V,1.1e-06,115.58,108.89,6.01,108.72
tr|A0A0G2JRS0|A0A0G2JRS0_HUMAN,2QXL_A,4.3e-48,357.96,166.27,81.97,148.39
tr|A0A0J9YXP8|A0A0J9YXP8_HUMAN,4QFH_B,2.4e-50,362.56,268.58,107.83,233.60
tr|A0A0S2Z4L5|A0A0S2Z4L5_HUMAN,7MFD_A,1.4e-90,697.74,213.32,34.14,211.84
tr|A0A0U1RQC1|A0A0U1RQC1_HUMAN,4QN7_A,200.0,22.92,NaN,NaN,NaN
tr|A0A140T9T6|A0A140T9T6_HUMAN,6PY2_B,1.3e-20,131.17,87.56,13.83,86.47
sp|A0A1B0GWB2|PRT1B_HUMAN,7MLY_E,8.6,32.41,NaN,NaN,NaN
tr|A0A1W2PPM2|A0A1W2PPM2_HUMAN,5EXK_A,4.7e-31,216.19,173.53,42.66,168.20
tr|A0A1W2PQW8|A0A1W2PQW8_HUMAN,6VCD_B,1.8e-12,94.68,76.88,6.03,76.66
tr|A0A1W2PR45|A0A1W2PR45_HUMAN,6APL_C,3.9e-29,222.49,188.17,22.45,186.88
tr|A0A286YFA5|A0A286YFA5_HUMAN,7BVQ_B,3e-23,168.9,129.19,14.26,128.27
sp|A0A286YFB4|SCGR2_HUMAN,7KIP_A,86.0,32.51,NaN,NaN,NaN
tr|A0A2R8Y440|A0A2R8Y440_HUMAN,6LTJ_I,2e-207,1741.15,204.78,191.61,164.86
tr|A0A2R8Y5L2|A0A2R8Y5L2_HUMAN,7NVV_7,1.9e-98,703.26,100.44,64.80,94.12
tr|A0A2R8Y683|A0A2R8Y683_HUMAN,6T90_K,1.9e-05,76.56,59.63,2.37,59.58
tr|A0A2R8YDP5|A0A2R8YDP5_HUMAN,7MFD_A,2.2e-128,965.48,82.07,56.81,78.52
tr|A0A3B3IT15|A0A3B3IT15_HUMAN,5NZV_H,9.8e-234,1923.12,168.82,150.39,155.63
tr|A0A3B3IT64|A0A3B3IT64_HUMAN,3M0C_C,3.4e-66,546.49,242.33,133.98,199.66
tr|A0A494C0Z4|A0A494C0Z4_HUMAN,3VIQ_B,4.7e-16,103.09,103.09,0.00,103.09
tr|A0A494C106|A0A494C106_HUMAN,7RDS_A,1.6e-25,167.68,95.76,28.96,91.40
tr|A0A494C1B9|A0A494C1B9_HUMAN,7D9R_B,3.9e-112,796.37,167.26,183.56,126.45
tr|A0A5F9ZH48|A0A5F9ZH48_HUMAN,7DRT_B,160.0,31.83,NaN,NaN,NaN
tr|A0A5F9ZHG7|A0A5F9ZHG7_HUMAN,4F7Z_A,2.7e-59,507.53,252.63,84.89,241.41
tr|A0A5K1VW97|A0A5K1VW97_HUMAN,6INN_A,4.3e-14,154.38,94.69,12.02,94.04
tr|A0A6E1ZGS3|A0A6E1ZGS3_HUMAN,7TBW_A,1.3e-81,690.97,139.69,49.71,133.30
tr|A0A6Q8PF18|A0A6Q8PF18_HUMAN,4Y66_C,3.8e-33,244.25,97.51,32.75,93.48
tr|A0A6Q8PFF2|A0A6Q8PFF2_HUMAN,4PHC_A,1e-58,402.48,173.48,76.79,157.75
tr|A0A6Q8PFQ8|A0A6Q8PFQ8_HUMAN,4BV6_A,2.6e-55,388.09,133.43,40.04,128.49
tr|A0A6Q8PGS7|A0A6Q8PGS7_HUMAN,7BAM_A,4.4e-13,138.08,86.49,18.51,84.53
tr|A0A6Q8PGT6|A0A6Q8PGT6_HUMAN,4B3F_X,7.9e-105,767.93,153.67,120.84,125.42
tr|A0A6Q8PHA3|A0A6Q8PHA3_HUMAN,7DVQ_4,1.9e-11,114.48,61.31,12.25,60.20
tr|A0A6Q8PHH2|A0A6Q8PHH2_HUMAN,7CMR_A,3.9e-51,398.54,311.94,103.53,277.26
tr|A0A7I2V3L8|A0A7I2V3L8_HUMAN,7O71_F,1.3e-35,222.09,201.24,15.03,200.68
tr|A0A7I2V4L2|A0A7I2V4L2_HUMAN,7AS4_L,64.0,42.1,NaN,NaN,NaN
tr|A0A7P0MQR8|A0A7P0MQR8_HUMAN,4Z6G_A,3.1e-44,379.56,164.99,69.17,152.12
tr|A0A7P0T8Y2|A0A7P0T8Y2_HUMAN,6QP6_A,1.4e-162,1270.72,696.13,350.96,617.35
tr|A0A7P0T914|A0A7P0T914_HUMAN,5X89_A,9.2e-16,139.29,122.23,13.52,121.43
