fasta_id,best_hit_id
sp|Q13542|4EBP2_HUMAN,6BCX_X
sp|Q13595|TRA2A_HUMAN,3CW1_K
sp|Q15070|OXA1L_HUMAN,6ZM5_u
sp|Q16534|HLF_HUMAN,4U5T_B
sp|Q2VWA4|SKOR2_HUMAN,1MR1_C
sp|Q32M45|ANO4_HUMAN,5OYB_A
sp|Q32NB8|PGPS1_HUMAN,3HSI_B
sp|Q56UN5|M3K19_HUMAN,5NCL_A
sp|Q5SQN1|SNP47_HUMAN,5YQR_A
sp|Q5VTT5|MYOM3_HUMAN,2JTD_A
sp|Q66K89|E4F1_HUMAN,6QNX_C
sp|Q6P9F5|TRI40_HUMAN,6QAJ_B
sp|Q6PHW0|IYD1_HUMAN,3GFD_B
sp|Q6PIJ6|FBX38_HUMAN,3OGL_D
sp|Q6UWV6|ENPP7_HUMAN,5EGH_B
sp|Q6UX41|BTNL8_HUMAN,4B3N_A
sp|Q71F56|MD13L_HUMAN,7KPX_D
sp|Q86WC4|OSTM1_HUMAN,7CQ5_B
sp|Q8IUE6|H2A2B_HUMAN,7N8N_D
sp|Q8NFZ5|TNIP2_HUMAN,5H07_D
sp|Q8TB37|NUBPL_HUMAN,2PH1_A
sp|Q8TC27|ADA32_HUMAN,3G5C_A
sp|Q8TC84|FANK1_HUMAN,6PW5_D
sp|Q8TDM6|DLG5_HUMAN,2XKX_B
sp|Q8TDQ1|CLM1_HUMAN,5OR7_C
sp|Q8WUA8|TSK_HUMAN,3ZYI_A
sp|Q8WV74|NUDT8_HUMAN,5T3P_C
sp|Q8WVB6|CTF18_HUMAN,7TIB_A
sp|Q8WVY7|UBCP1_HUMAN,3SHQ_A
sp|Q8WWT9|S13A3_HUMAN,7JSJ_B
sp|Q8WX92|NELFB_HUMAN,6GML_V
sp|Q92630|DYRK2_HUMAN,6HDP_A
sp|Q92832|NELL1_HUMAN,6POG_B
sp|Q969D9|TSLP_HUMAN,5J12_A
sp|Q96CA5|BIRC7_HUMAN,3T6P_A
sp|Q96DT7|ZBT10_HUMAN,6XMX_E
sp|Q96G23|CERS2_HUMAN,1X2M_A
sp|Q96HR3|MED30_HUMAN,7ENC_l
sp|Q96Q04|LMTK3_HUMAN,6SEQ_A
sp|Q99424|ACOX2_HUMAN,1W07_B
sp|Q99541|PLIN2_HUMAN,1SZI_A
sp|Q99593|TBX5_HUMAN,5BQD_A
sp|Q99943|PLCA_HUMAN,5KYM_B
sp|Q99956|DUS9_HUMAN,6RZZ_s
sp|Q9BPX1|DHB14_HUMAN,4V59_A
sp|Q9BQE4|SELS_HUMAN,5KIU_A
sp|Q9BQT9|CSTN3_HUMAN,6EB5_B
sp|Q9BTL3|RAMAC_HUMAN,5E8J_D
sp|Q9C000|NLRP1_HUMAN,6X6C_F
sp|Q9GZP0|PDGFD_HUMAN,3MJK_F
sp|Q9GZS1|RPA49_HUMAN,7VBB_M
sp|Q9HCX3|ZN304_HUMAN,6QNX_C
sp|Q9NPI6|DCP1A_HUMAN,4B6H_A
sp|Q9NS71|GKN1_HUMAN,2YAD_C
sp|Q9NSA0|S22AB_HUMAN,7SP5_B
sp|Q9NWB1|RFOX1_HUMAN,7DVQ_4
sp|Q9NWF9|RN216_HUMAN,7M4M_A
sp|Q9NWZ3|IRAK4_HUMAN,7C2W_B
sp|Q9NYP7|ELOV5_HUMAN,6Y7F_B
sp|Q9NZL4|HPBP1_HUMAN,1XQR_A
sp|Q9P2E9|RRBP1_HUMAN,6SO3_B
sp|Q9P2F9|ZN319_HUMAN,6QNX_C
sp|Q9P2L0|WDR35_HUMAN,5NZV_H
sp|Q9UBS9|SUCO_HUMAN,6WMD_A
sp|Q9UDV6|ZN212_HUMAN,6QNX_C
sp|Q9UHH9|IP6K2_HUMAN,2IF8_A
sp|Q9UK99|FBX3_HUMAN,5HDW_A
sp|Q9UKA2|FBXL4_HUMAN,6VCD_B
sp|Q9UKJ1|PILRA_HUMAN,5OR7_C
sp|Q9UMX6|GUC1B_HUMAN,1JBA_A
sp|Q9UN73|PCDA6_HUMAN,5SZP_A
sp|Q9UPT8|ZC3H4_HUMAN,3U9G_A
sp|Q9WJR5|POK19_HUMAN,4G1Q_B
sp|Q9Y3I1|FBX7_HUMAN,4L9H_A
sp|Q9Y4K0|LOXL2_HUMAN,5ZE3_B
tr|A0A1B0GV98|A0A1B0GV98_HUMAN,4IE5_A
tr|A0A2R8YFR9|A0A2R8YFR9_HUMAN,6D21_A
sp|A6NCW0|U17L3_HUMAN,6TBM_Q
tr|J3KP33|J3KP33_HUMAN,6XRE_M
sp|O75459|PAGE1_HUMAN,6URQ_C
sp|P06315|KV502_HUMAN,4OJE_H
sp|P47887|OR1E2_HUMAN,7DDZ_A
sp|Q53HC5|KLH26_HUMAN,6WCQ_C
sp|Q5HYJ1|TECRL_HUMAN,7C83_A
sp|Q6UX73|CP089_HUMAN,7DSK_A
sp|Q8N4Q0|PTGR3_HUMAN,2X7H_B
sp|Q96M27|PRRC1_HUMAN,1ZWY_B
sp|Q9BPW4|APOL4_HUMAN,7L6K_A
sp|Q9BXT2|CCG6_HUMAN,7JPL_E
sp|Q9NW68|BSDC1_HUMAN,1X3A_A
sp|Q9UKH3|ENK9_HUMAN,6MAR_D
sp|Q9Y2A4|ZN443_HUMAN,6QNX_C
sp|Q9Y5H2|PCDGB_HUMAN,5SZP_A
tr|A0A0C4DGL8|A0A0C4DGL8_HUMAN,4F4O_L
tr|A0A1B0GWB6|A0A1B0GWB6_HUMAN,4GNK_D
tr|A0A1W2PPY5|A0A1W2PPY5_HUMAN,6V35_C
tr|A0A3B3ITA4|A0A3B3ITA4_HUMAN,7CMR_A
tr|A0A494C0M1|A0A494C0M1_HUMAN,2O8E_B
tr|A0A6Q8PGG9|A0A6Q8PGG9_HUMAN,7MOP_A
tr|A0A8Q3WL70|A0A8Q3WL70_HUMAN,2XWB_F
tr|B0QY89|B0QY89_HUMAN,6ZP4_L
tr|B0ZBE8|B0ZBE8_HUMAN,1Q01_A
tr|E7EQS8|E7EQS8_HUMAN,7NE6_A
tr|E9PIN9|E9PIN9_HUMAN,6YXH_A
tr|H0YJQ7|H0YJQ7_HUMAN,6P2R_A
tr|H0YMP1|H0YMP1_HUMAN,3ZF6_A
sp|O43246|CTR4_HUMAN,7B00_A
sp|P43362|MAGA9_HUMAN,6R7T_B
sp|Q5VWQ0|RSBN1_HUMAN,5UQD_A
sp|Q6P474|PDXD2_HUMAN,6EBN_B
sp|Q719I0|AHSA2_HUMAN,6XLF_C
sp|Q7RTV5|PXL2C_HUMAN,2V32_A
sp|Q8N4Z0|RAB42_HUMAN,6VIK_B
sp|Q8NG81|OR2M7_HUMAN,7BVQ_B
sp|Q8TF27|AGA11_HUMAN,3T9K_A
sp|Q92527|ANKR7_HUMAN,6PW5_D
sp|Q96NJ6|ZFP3_HUMAN,6QNX_C
sp|Q96SA4|SERC2_HUMAN,6SP2_C
sp|Q9NXZ1|SAGE1_HUMAN,7PKS_f
tr|V9GYM8|V9GYM8_HUMAN,3ODW_B
tr|A0A087WY22|A0A087WY22_HUMAN,1YGU_B
tr|A0A087WYJ0|A0A087WYJ0_HUMAN,6CNO_D
tr|A0A087X2B1|A0A087X2B1_HUMAN,7DVQ_4
tr|A0A096LPI3|A0A096LPI3_HUMAN,3PHU_B
tr|A0A0A0MTR7|A0A0A0MTR7_HUMAN,6TAY_A
tr|A0A0C4DGB6|A0A0C4DGB6_HUMAN,6FAK_A
tr|A0A0D9SFE9|A0A0D9SFE9_HUMAN,3U9S_F
tr|A0A0G2JL13|A0A0G2JL13_HUMAN,7BVQ_B
tr|A0A0G2JQX1|A0A0G2JQX1_HUMAN,7AS4_J
tr|A0A0J9YX56|A0A0J9YX56_HUMAN,6X0U_B
tr|A0A1B0GTM2|A0A1B0GTM2_HUMAN,4PAB_A
tr|A0A1B0GWD3|A0A1B0GWD3_HUMAN,6OB7_A
tr|A0A1W2PQ14|A0A1W2PQ14_HUMAN,5HZV_A
tr|A0A2R8Y4A2|A0A2R8Y4A2_HUMAN,5XXB_D
tr|A0A2R8Y5F1|A0A2R8Y5F1_HUMAN,7DL2_A
tr|A0A2R8Y6L6|A0A2R8Y6L6_HUMAN,2HMA_A
tr|A0A2U3TZH1|A0A2U3TZH1_HUMAN,6NYY_C
tr|A0A3B3IRT5|A0A3B3IRT5_HUMAN,7TDI_C
tr|A0A3B3ISS0|A0A3B3ISS0_HUMAN,1OZ2_A
tr|A0A3B3ISZ7|A0A3B3ISZ7_HUMAN,6SCJ_A
tr|A0A494C039|A0A494C039_HUMAN,3D2F_A
tr|A0A590UJ94|A0A590UJ94_HUMAN,3PVL_A
tr|A0A590UJT3|A0A590UJT3_HUMAN,1FEX_A
tr|A0A590UK84|A0A590UK84_HUMAN,5B4X_B
tr|A0A5F9ZHD5|A0A5F9ZHD5_HUMAN,1JL0_B
tr|A0A5F9ZHX2|A0A5F9ZHX2_HUMAN,5NZV_D
tr|A0A6Q8PH47|A0A6Q8PH47_HUMAN,7DCE_X
tr|A0A7I2V3R4|A0A7I2V3R4_HUMAN,6QAJ_B
tr|A0A7I2V3W3|A0A7I2V3W3_HUMAN,5Y31_C
tr|A0A7N4I3A3|A0A7N4I3A3_HUMAN,7M8I_A
tr|A0A7P0T931|A0A7P0T931_HUMAN,6E68_A
tr|A0A7P0T9U7|A0A7P0T9U7_HUMAN,2M0G_A
tr|A0A804HL12|A0A804HL12_HUMAN,5O6C_A
tr|A0A8I5KXF2|A0A8I5KXF2_HUMAN,5MM7_K
tr|A0A8I5KYH4|A0A8I5KYH4_HUMAN,1EFV_A
tr|A0A8I5KYW1|A0A8I5KYW1_HUMAN,5V9T_B
tr|A0A8I5QJC8|A0A8I5QJC8_HUMAN,2J0B_A
tr|A0A8Q3SI95|A0A8Q3SI95_HUMAN,7NYD_G
tr|A0A8Q3SJI5|A0A8Q3SJI5_HUMAN,3TJE_F
tr|A0A8Q3WKT0|A0A8Q3WKT0_HUMAN,1WAR_A
tr|A0A8Q3WL98|A0A8Q3WL98_HUMAN,5MIO_C
tr|A0A8V8TL08|A0A8V8TL08_HUMAN,5G0J_A
tr|A0A8V8TLW9|A0A8V8TLW9_HUMAN,4G1M_A
tr|A0A8V8TP03|A0A8V8TP03_HUMAN,6P0B_A
tr|A0A8V8TQ33|A0A8V8TQ33_HUMAN,6VKL_C
tr|A0A8V8TQ96|A0A8V8TQ96_HUMAN,6Z1N_A
tr|A0A994J5C5|A0A994J5C5_HUMAN,6MDN_D
tr|A0A994J6C2|A0A994J6C2_HUMAN,7K95_B
tr|A2ABG0|A2ABG0_HUMAN,6BXB_B
tr|B0QZE2|B0QZE2_HUMAN,4NS5_A
tr|B1B1F5|B1B1F5_HUMAN,6CET_M
tr|B3KTM8|B3KTM8_HUMAN,6INE_B
tr|B4DQT1|B4DQT1_HUMAN,7NS4_i
tr|B9TWZ6|B9TWZ6_HUMAN,7EMF_P
tr|C9J0G0|C9J0G0_HUMAN,1W07_B
tr|C9JBE1|C9JBE1_HUMAN,6PEV_F
tr|C9JC87|C9JC87_HUMAN,7P3X_M
tr|C9JFS2|C9JFS2_HUMAN,3VG9_A
tr|C9JK03|C9JK03_HUMAN,4F3L_A
tr|C9JZ21|C9JZ21_HUMAN,7PLO_2
tr|D2CFI5|D2CFI5_HUMAN,1IC8_B
tr|D3YTC1|D3YTC1_HUMAN,7OF0_3
tr|D6RBJ9|D6RBJ9_HUMAN,2W4L_E
tr|D6RD18|D6RD18_HUMAN,7PY2_C
tr|D6RED7|D6RED7_HUMAN,6ZU5_SB0
tr|E5RGR6|E5RGR6_HUMAN,5MR4_C
tr|E5RK26|E5RK26_HUMAN,5D5V_D
tr|E7ES84|E7ES84_HUMAN,6ZM6_AR
tr|E9PAM4|E9PAM4_HUMAN,5I0N_A
tr|E9PB13|E9PB13_HUMAN,7JUV_B
tr|E9PI56|E9PI56_HUMAN,1HX8_A
tr|E9PJP9|E9PJP9_HUMAN,4A1S_A
tr|E9PM72|E9PM72_HUMAN,7ENA_q
tr|E9PMU0|E9PMU0_HUMAN,6RXY_CS
tr|E9PPZ9|E9PPZ9_HUMAN,7W72_A
tr|F1T0D2|F1T0D2_HUMAN,6MPB_A
tr|F5H5T5|F5H5T5_HUMAN,7MOP_A
tr|F8VRS8|F8VRS8_HUMAN,5FU6_B
tr|F8WDM3|F8WDM3_HUMAN,7PLO_2
tr|F8WDX9|F8WDX9_HUMAN,5JHO_B
tr|F8WF66|F8WF66_HUMAN,1ZC0_A
tr|G3V445|G3V445_HUMAN,3WUH_A
tr|G3V588|G3V588_HUMAN,2Q7D_B
tr|H0Y3Y9|H0Y3Y9_HUMAN,6MSB_b
tr|H0Y4T1|H0Y4T1_HUMAN,6Z1N_A
tr|H0Y5B4|H0Y5B4_HUMAN,6TH6_Bl
tr|H0Y6E9|H0Y6E9_HUMAN,6BMS_D
tr|H0Y895|H0Y895_HUMAN,7CSO_C
tr|H0YB98|H0YB98_HUMAN,6WVG_B
tr|H0YBC8|H0YBC8_HUMAN,6LTJ_Q
tr|H0YI58|H0YI58_HUMAN,3ZLC_B
tr|H3BM11|H3BM11_HUMAN,6VRK_A
tr|H3BNL9|H3BNL9_HUMAN,3RIP_A
tr|H3BRY3|H3BRY3_HUMAN,2AQ5_A
tr|H3BS34|H3BS34_HUMAN,1GXD_A
tr|H3BS42|H3BS42_HUMAN,6QNX_C
sp|H3BS89|T178B_HUMAN,7RZ5_A
tr|H3BV27|H3BV27_HUMAN,3RF2_A
sp|H7BZ55|CRCC2_HUMAN,5TBY_A
tr|H7C0I2|H7C0I2_HUMAN,2H26_A
tr|H7C3E9|H7C3E9_HUMAN,7OQE_p
tr|H7C3U2|H7C3U2_HUMAN,1GXZ_A
tr|I3L3S0|I3L3S0_HUMAN,7E8T_D
tr|J3KSH3|J3KSH3_HUMAN,7PEQ_AH
tr|K7ELF8|K7ELF8_HUMAN,2CZH_B
tr|K7EPC8|K7EPC8_HUMAN,5XOG_M
sp|P60002|ELOF1_HUMAN,5XOG_M
tr|Q5SQH5|Q5SQH5_HUMAN,7DVQ_x
tr|Q5VVC8|Q5VVC8_HUMAN,6ZU5_LJ0
tr|Q5VXQ8|Q5VXQ8_HUMAN,5V3P_B
sp|Q6ZQY2|LR74B_HUMAN,4K17_A
sp|Q8N9B4|ANR42_HUMAN,4OAV_B
sp|Q96HM7|PED1B_HUMAN,5W7B_C
tr|A0A075B6T1|A0A075B6T1_HUMAN,6RXU_UA
tr|A0A087WTH4|A0A087WTH4_HUMAN,6X0V_H
tr|A0A087WV68|A0A087WV68_HUMAN,7PY2_C
tr|A0A087WWD6|A0A087WWD6_HUMAN,2V5Y_A
tr|A0A087WXK3|A0A087WXK3_HUMAN,7CUN_G
tr|A0A087WZQ2|A0A087WZQ2_HUMAN,6QNX_C
tr|A0A087X0Q7|A0A087X0Q7_HUMAN,1LPB_A
tr|A0A0A0MSY7|A0A0A0MSY7_HUMAN,2VP4_D
tr|A0A0B4J257|A0A0B4J257_HUMAN,4YJF_A
tr|A0A0G2JMW4|A0A0G2JMW4_HUMAN,2CS4_A
tr|A0A0G2JN01|A0A0G2JN01_HUMAN,3VH8_G
tr|A0A0G2JN35|A0A0G2JN35_HUMAN,6AED_A
tr|A0A0G2JNJ6|A0A0G2JNJ6_HUMAN,1NKR_A
tr|A0A0G2JNU6|A0A0G2JNU6_HUMAN,5OR7_C
tr|A0A0G2JQ40|A0A0G2JQ40_HUMAN,3VH8_G
tr|A0A0J9YWF9|A0A0J9YWF9_HUMAN,6HDC_A
tr|A0A0U1RQV3|A0A0U1RQV3_HUMAN,3M0C_C
tr|A0A140T947|A0A140T947_HUMAN,7DVQ_x
tr|A0A1B0GTX0|A0A1B0GTX0_HUMAN,6J8E_A
tr|A0A1B0GTX8|A0A1B0GTX8_HUMAN,7MIX_C
tr|A0A1W2PP69|A0A1W2PP69_HUMAN,3VH8_G
tr|A0A1W2PQV3|A0A1W2PQV3_HUMAN,6I35_B
tr|A0A1W2PR70|A0A1W2PR70_HUMAN,7W72_T
tr|A0A1W2PR94|A0A1W2PR94_HUMAN,6M3Q_E
tr|A0A1W2PRJ7|A0A1W2PRJ7_HUMAN,6NE6_A
tr|A0A286YEW7|A0A286YEW7_HUMAN,6S4M_A
tr|A0A286YFC4|A0A286YFC4_HUMAN,7BVQ_B
tr|A0A286YFF0|A0A286YFF0_HUMAN,7BVQ_B
tr|A0A2R8Y535|A0A2R8Y535_HUMAN,6A69_A
tr|A0A2R8Y573|A0A2R8Y573_HUMAN,4FL2_A
tr|A0A2R8Y6C1|A0A2R8Y6C1_HUMAN,6QNX_C
tr|A0A2U3TZH9|A0A2U3TZH9_HUMAN,6APL_C
tr|A0A3B3ITF1|A0A3B3ITF1_HUMAN,2XKX_B
tr|A0A3B3IU05|A0A3B3IU05_HUMAN,6MU2_D
tr|A0A494BZW4|A0A494BZW4_HUMAN,7DVQ_4
tr|A0A494C0A8|A0A494C0A8_HUMAN,6NT9_B
tr|A0A494C0C9|A0A494C0C9_HUMAN,3CXL_A
tr|A0A494C0I1|A0A494C0I1_HUMAN,2EJE_A
tr|A0A494C117|A0A494C117_HUMAN,5ODT_B
tr|A0A590UJS9|A0A590UJS9_HUMAN,2XKX_B
tr|A0A590UK32|A0A590UK32_HUMAN,6TDA_L
tr|A0A590UKA0|A0A590UKA0_HUMAN,6DC6_C
tr|A0A5F9ZHB4|A0A5F9ZHB4_HUMAN,6VGR_A
tr|A0A5F9ZHI3|A0A5F9ZHI3_HUMAN,7A8T_A
tr|A0A5F9ZHW7|A0A5F9ZHW7_HUMAN,6LT0_C
tr|A0A669KAU6|A0A669KAU6_HUMAN,1QXP_B
tr|A0A669KB92|A0A669KB92_HUMAN,6LKN_F
tr|A0A669KBI5|A0A669KBI5_HUMAN,1IJ5_A
tr|A0A6E1VY70|A0A6E1VY70_HUMAN,6JBU_B
tr|A0A6E1ZAN8|A0A6E1ZAN8_HUMAN,6O84_A
tr|A0A6Q8PFK6|A0A6Q8PFK6_HUMAN,5G06_P
tr|A0A6Q8PG57|A0A6Q8PG57_HUMAN,6TS8_B
tr|A0A6Q8PHP5|A0A6Q8PHP5_HUMAN,7K1W_F
tr|A0A7I2PE23|A0A7I2PE23_HUMAN,7OPD_a
tr|A0A7I2V476|A0A7I2V476_HUMAN,6NT9_B
tr|A0A7I2V4F2|A0A7I2V4F2_HUMAN,5YZG_3
tr|A0A7I2V4U5|A0A7I2V4U5_HUMAN,5G6U_D
tr|A0A7I2V4Z2|A0A7I2V4Z2_HUMAN,6NT9_B
tr|A0A7I2V590|A0A7I2V590_HUMAN,1MQS_A
tr|A0A7I2V5H5|A0A7I2V5H5_HUMAN,1MQS_A
tr|A0A7I2V5H7|A0A7I2V5H7_HUMAN,6C9D_A
tr|A0A7P0T885|A0A7P0T885_HUMAN,2CG9_B
tr|A0A7P0T8P3|A0A7P0T8P3_HUMAN,4JHN_D
tr|A0A7P0T959|A0A7P0T959_HUMAN,7A5P_p
tr|A0A7P0T980|A0A7P0T980_HUMAN,4JHN_D
tr|A0A7P0T9B7|A0A7P0T9B7_HUMAN,5AYL_A
tr|A0A7P0T9N3|A0A7P0T9N3_HUMAN,7CRQ_I
tr|A0A7P0TAJ4|A0A7P0TAJ4_HUMAN,3IHP_B
tr|A0A804CHP1|A0A804CHP1_HUMAN,6WCQ_C
tr|A0A804HHW3|A0A804HHW3_HUMAN,7D87_A
tr|A0A804HI56|A0A804HI56_HUMAN,6GCI_A
tr|A0A804HJD9|A0A804HJD9_HUMAN,2XZE_A
tr|A0A804HJH8|A0A804HJH8_HUMAN,6YXY_Ao
tr|A0A8I5KS24|A0A8I5KS24_HUMAN,6GCI_A
tr|A0A8I5KSJ2|A0A8I5KSJ2_HUMAN,4UYB_A
tr|A0A8I5KSM4|A0A8I5KSM4_HUMAN,7MFD_A
tr|A0A8I5KUT1|A0A8I5KUT1_HUMAN,7W72_A
tr|A0A8I5QKK6|A0A8I5QKK6_HUMAN,6RZ0_A
tr|A0A8Q3SJ37|A0A8Q3SJ37_HUMAN,6HG4_B
tr|A0A8Q3WL12|A0A8Q3WL12_HUMAN,2VO1_A
tr|A0A8Q3WL42|A0A8Q3WL42_HUMAN,5IJO_F
tr|A0A8Q3WM71|A0A8Q3WM71_HUMAN,3GAW_A
tr|A0A8V8TKK6|A0A8V8TKK6_HUMAN,6NZ0_Z
tr|A0A8V8TMX6|A0A8V8TMX6_HUMAN,6LK8_T
tr|A0A8V8TNB8|A0A8V8TNB8_HUMAN,5D6D_C
tr|A0A8V8TNQ7|A0A8V8TNQ7_HUMAN,1H7S_A
tr|A0A8V8TP36|A0A8V8TP36_HUMAN,6X6C_F
tr|A0A8V8TP46|A0A8V8TP46_HUMAN,7C3M_C
tr|A0A8V8TQA4|A0A8V8TQA4_HUMAN,4RLV_A
tr|A0A8V8TR41|A0A8V8TR41_HUMAN,6C9M_C
tr|A0A994J6Z1|A0A994J6Z1_HUMAN,6PEQ_B
tr|A0A9L9PXJ0|A0A9L9PXJ0_HUMAN,2YF0_A
tr|A6NHA5|A6NHA5_HUMAN,3WHD_C
tr|A6NHR2|A6NHR2_HUMAN,7OF0_5
tr|B0QYG8|B0QYG8_HUMAN,4BNE_B
tr|B1AMN9|B1AMN9_HUMAN,4CHT_B
tr|B1AP52|B1AP52_HUMAN,2XKX_B
tr|B1ARF3|B1ARF3_HUMAN,2KIG_A
tr|B1B1J0|B1B1J0_HUMAN,6YOV_K
tr|B3KR06|B3KR06_HUMAN,6COK_A
tr|B4DPZ9|B4DPZ9_HUMAN,6FGZ_A
tr|B4DWB8|B4DWB8_HUMAN,3M0C_C
tr|B4E3H0|B4E3H0_HUMAN,5CK3_B
tr|B5A982|B5A982_HUMAN,4P2Y_A
tr|B7Z676|B7Z676_HUMAN,7B4M_A
tr|B7ZBD5|B7ZBD5_HUMAN,5KUT_C
tr|B8ZZY4|B8ZZY4_HUMAN,6UKJ_A
tr|C9J0L2|C9J0L2_HUMAN,4AWN_A
tr|C9J2T1|C9J2T1_HUMAN,6WCQ_C
tr|C9J7C3|C9J7C3_HUMAN,2M76_A
tr|C9J9E4|C9J9E4_HUMAN,6YVU_B
tr|C9JBX7|C9JBX7_HUMAN,4V16_A
tr|C9JDB3|C9JDB3_HUMAN,6TGB_A
tr|C9JEC8|C9JEC8_HUMAN,5G0J_A
tr|C9JF76|C9JF76_HUMAN,4P7A_A
tr|C9JFW8|C9JFW8_HUMAN,4TWE_A
tr|C9JH92|C9JH92_HUMAN,6EQO_A
tr|C9JHV9|C9JHV9_HUMAN,4EKU_A
tr|C9JJU3|C9JJU3_HUMAN,6DNE_B
tr|C9JM00|C9JM00_HUMAN,1UHG_C
tr|C9JMG5|C9JMG5_HUMAN,7B2L_B
tr|C9JQ90|C9JQ90_HUMAN,1FDV_C
tr|C9JR84|C9JR84_HUMAN,4RE1_D
tr|C9JUM7|C9JUM7_HUMAN,6R7T_B
tr|C9JXP4|C9JXP4_HUMAN,2BW3_A
tr|C9JYT6|C9JYT6_HUMAN,7M0R_D
tr|D6R9R8|D6R9R8_HUMAN,1N26_A
tr|D6RA50|D6RA50_HUMAN,6UD5_B
tr|D6RCE0|D6RCE0_HUMAN,4GWM_B
tr|D6RDG5|D6RDG5_HUMAN,6QNX_C
tr|D6RDP1|D6RDP1_HUMAN,2QAG_A
tr|D6RE88|D6RE88_HUMAN,6RZZ_s
tr|D6RFH5|D6RFH5_HUMAN,6ULG_N
tr|D6RGE9|D6RGE9_HUMAN,3AR4_A
tr|D6RIT2|D6RIT2_HUMAN,6DHS_B
tr|D6RJD3|D6RJD3_HUMAN,7O4L_6
tr|E3W983|E3W983_HUMAN,6PW5_D
tr|E5RFU2|E5RFU2_HUMAN,5AM2_A
tr|E5RG81|E5RG81_HUMAN,1RJ6_A
tr|E5RG86|E5RG86_HUMAN,6CB0_A
tr|E5RGH3|E5RGH3_HUMAN,6R5K_H
tr|E5RGR0|E5RGR0_HUMAN,1FJ2_B
tr|E5RIZ1|E5RIZ1_HUMAN,1TUZ_A
tr|E5RJD2|E5RJD2_HUMAN,4V59_A
tr|E5RK48|E5RK48_HUMAN,1FDV_C
tr|E7EW18|E7EW18_HUMAN,4I2F_A
tr|E7EX83|E7EX83_HUMAN,4U3Y_A
tr|E7EXB4|E7EXB4_HUMAN,7K3Z_C
tr|E9PD39|E9PD39_HUMAN,7C83_A
tr|E9PGN7|E9PGN7_HUMAN,2OAY_A
tr|E9PK39|E9PK39_HUMAN,7LHW_A
tr|E9PK90|E9PK90_HUMAN,7KTR_F
tr|E9PKG5|E9PKG5_HUMAN,7TBW_A
tr|E9PP22|E9PP22_HUMAN,2AYU_A
tr|E9PPE9|E9PPE9_HUMAN,6XMX_E
tr|E9PPI0|E9PPI0_HUMAN,7EEB_L
tr|E9PQ70|E9PQ70_HUMAN,1GPZ_A
tr|E9PQB0|E9PQB0_HUMAN,4UF5_B
tr|E9PR90|E9PR90_HUMAN,7JPT_A
tr|E9PRM7|E9PRM7_HUMAN,6S4M_A
